m,TagName,
"2016-11-01 00:00:00","javascript","20472"
"2016-11-01 00:00:00","perl","368"
"2016-11-01 00:00:00","php","11905"
"2016-11-01 00:00:00","python","14154"
"2016-11-01 00:00:00","r","3556"
"2016-11-01 00:00:00","ruby","1753"
"2016-11-01 00:00:00","swift","4357"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","c","2791"
"2016-12-01 00:00:00","c#","10666"
"2016-12-01 00:00:00","c++","5213"
"2016-12-01 00:00:00","delphi","253"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13815"
"2016-12-01 00:00:00","javascript","19755"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11433"
"2016-12-01 00:00:00","python","13013"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3923"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2753"
"2017-01-01 00:00:00","c#","11674"
"2017-01-01 00:00:00","c++","5637"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14530"
"2017-01-01 00:00:00","javascript","21363"
"2017-01-01 00:00:00","perl","324"
"2017-01-01 00:00:00","php","12571"
"2017-01-01 00:00:00","python","14236"
"2017-01-01 00:00:00","r","3484"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4330"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11464"
"2017-02-01 00:00:00","c++","5157"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","551"
"2017-02-01 00:00:00","java","14528"
"2017-02-01 00:00:00","javascript","21156"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12443"
"2017-02-01 00:00:00","python","14747"
"2017-02-01 00:00:00","r","3674"
"2017-02-01 00:00:00","ruby","1621"
"2017-02-01 00:00:00","swift","4047"
"2017-03-01 00:00:00","assembly","370"
"2017-03-01 00:00:00","c","2960"
"2017-03-01 00:00:00","c#","12970"
"2017-03-01 00:00:00","c++","6211"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17273"
"2017-03-01 00:00:00","javascript","23650"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13969"
"2017-03-01 00:00:00","python","17095"
"2017-03-01 00:00:00","r","4601"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4604"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2848"
"2017-04-01 00:00:00","c#","11072"
"2017-04-01 00:00:00","c++","5865"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15892"
"2017-04-01 00:00:00","javascript","21192"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12341"
"2017-04-01 00:00:00","python","15615"
"2017-04-01 00:00:00","r","4260"
"2017-04-01 00:00:00","ruby","1485"
"2017-04-01 00:00:00","swift","3905"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11961"
"2017-05-01 00:00:00","c++","5291"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","go","583"
"2017-05-01 00:00:00","java","16302"
"2017-05-01 00:00:00","javascript","22348"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","12986"
"2017-05-01 00:00:00","python","16150"
"2017-05-01 00:00:00","r","4311"
"2017-05-01 00:00:00","ruby","1517"
"2017-05-01 00:00:00","swift","4086"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2344"
"2017-06-01 00:00:00","c#","11284"
"2017-06-01 00:00:00","c++","4671"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14589"
"2017-06-01 00:00:00","javascript","21534"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11695"
"2017-06-01 00:00:00","python","15979"
"2017-06-01 00:00:00","r","4441"
"2017-06-01 00:00:00","ruby","1414"
"2017-06-01 00:00:00","swift","4189"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2038"
"2017-07-01 00:00:00","c#","11186"
"2017-07-01 00:00:00","c++","5007"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14093"
"2017-07-01 00:00:00","javascript","21563"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11702"
"2017-07-01 00:00:00","python","16871"
"2017-07-01 00:00:00","r","4575"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4341"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2039"
"2017-08-01 00:00:00","c#","10935"
"2017-08-01 00:00:00","c++","4778"
"2017-08-01 00:00:00","delphi","291"
"2017-08-01 00:00:00","go","606"
"2017-08-01 00:00:00","java","13728"
"2017-08-01 00:00:00","javascript","21293"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11586"
"2017-08-01 00:00:00","python","16451"
"2017-08-01 00:00:00","r","4561"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4171"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2096"
"2017-09-01 00:00:00","c#","9855"
"2017-09-01 00:00:00","c++","4459"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","543"
"2017-09-01 00:00:00","java","12727"
"2017-09-01 00:00:00","javascript","18934"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10641"
"2017-09-01 00:00:00","python","15422"
"2017-09-01 00:00:00","r","4218"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3754"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2772"
"2017-10-01 00:00:00","c#","10209"
"2017-10-01 00:00:00","c++","5209"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13974"
"2017-10-01 00:00:00","javascript","19797"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10777"
"2017-10-01 00:00:00","python","16908"
"2017-10-01 00:00:00","r","4539"
"2017-10-01 00:00:00","ruby","1297"
"2017-10-01 00:00:00","swift","3888"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2946"
"2017-11-01 00:00:00","c#","9764"
"2017-11-01 00:00:00","c++","5026"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14146"
"2017-11-01 00:00:00","javascript","19361"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10545"
"2017-11-01 00:00:00","python","16930"
"2017-11-01 00:00:00","r","4502"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3662"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2191"
"2017-12-01 00:00:00","c#","8578"
"2017-12-01 00:00:00","c++","4450"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11956"
"2017-12-01 00:00:00","javascript","16920"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9085"
"2017-12-01 00:00:00","python","14891"
"2017-12-01 00:00:00","r","3712"
"2017-12-01 00:00:00","ruby","1016"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","c","2210"
"2018-01-01 00:00:00","c#","9353"
"2018-01-01 00:00:00","c++","4741"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","541"
"2018-01-01 00:00:00","java","12322"
"2018-01-01 00:00:00","javascript","18857"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10057"
"2018-01-01 00:00:00","python","16195"
"2018-01-01 00:00:00","r","4196"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3736"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2140"
"2018-02-01 00:00:00","c#","8560"
"2018-02-01 00:00:00","c++","4565"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12006"
"2018-02-01 00:00:00","javascript","17192"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9084"
"2018-02-01 00:00:00","python","16273"
"2018-02-01 00:00:00","r","4500"
"2018-02-01 00:00:00","ruby","1029"
"2018-02-01 00:00:00","swift","3399"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2459"
"2018-03-01 00:00:00","c#","9772"
"2018-03-01 00:00:00","c++","5170"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13532"
"2018-03-01 00:00:00","javascript","19104"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9785"
"2018-03-01 00:00:00","python","17866"
"2018-03-01 00:00:00","r","5098"
"2018-03-01 00:00:00","ruby","1060"
"2018-03-01 00:00:00","swift","4038"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2180"
"2018-04-01 00:00:00","c#","9217"
"2018-04-01 00:00:00","c++","4656"
"2018-04-01 00:00:00","delphi","203"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13451"
"2018-04-01 00:00:00","javascript","17914"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8900"
"2018-04-01 00:00:00","python","16932"
"2018-04-01 00:00:00","r","4728"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3561"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2364"
"2018-05-01 00:00:00","c#","9901"
"2018-05-01 00:00:00","c++","4678"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13434"
"2018-05-01 00:00:00","javascript","18028"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9408"
"2018-05-01 00:00:00","python","17544"
"2018-05-01 00:00:00","r","4728"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3608"
"2018-06-01 00:00:00","assembly","204"
"2018-06-01 00:00:00","c","1829"
"2018-06-01 00:00:00","c#","8767"
"2018-06-01 00:00:00","c++","4085"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","672"
"2018-06-01 00:00:00","java","11762"
"2018-06-01 00:00:00","javascript","17149"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8402"
"2018-06-01 00:00:00","python","16772"
"2018-06-01 00:00:00","r","4478"
"2018-06-01 00:00:00","ruby","989"
"2018-06-01 00:00:00","swift","3133"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1595"
"2018-07-01 00:00:00","c#","9382"
"2018-07-01 00:00:00","c++","3904"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11717"
"2018-07-01 00:00:00","javascript","17777"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8523"
"2018-07-01 00:00:00","python","17905"
"2018-07-01 00:00:00","r","4402"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3660"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1673"
"2018-08-01 00:00:00","c#","9460"
"2018-08-01 00:00:00","c++","3899"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11276"
"2018-08-01 00:00:00","javascript","17818"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8464"
"2018-08-01 00:00:00","python","17709"
"2018-08-01 00:00:00","r","4100"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3562"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1829"
"2018-09-01 00:00:00","c#","8340"
"2018-09-01 00:00:00","c++","3733"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","671"
"2018-09-01 00:00:00","java","10687"
"2018-09-01 00:00:00","javascript","15966"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7637"
"2018-09-01 00:00:00","python","15988"
"2018-09-01 00:00:00","r","3749"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3133"
"2018-10-01 00:00:00","assembly","320"
"2018-10-01 00:00:00","c","2440"
"2018-10-01 00:00:00","c#","9316"
"2018-10-01 00:00:00","c++","4296"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12469"
"2018-10-01 00:00:00","javascript","17363"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8112"
"2018-10-01 00:00:00","python","18113"
"2018-10-01 00:00:00","r","4349"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3262"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2515"
"2018-11-01 00:00:00","c#","8450"
"2018-11-01 00:00:00","c++","4330"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11664"
"2018-11-01 00:00:00","javascript","16136"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7050"
"2018-11-01 00:00:00","python","17976"
"2018-11-01 00:00:00","r","4219"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2974"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2186"
"2018-12-01 00:00:00","c#","7525"
"2018-12-01 00:00:00","c++","3543"
"2018-12-01 00:00:00","delphi","174"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10412"
"2018-12-01 00:00:00","javascript","14227"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6190"
"2018-12-01 00:00:00","python","15692"
"2018-12-01 00:00:00","r","3395"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2776"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2275"
"2019-01-01 00:00:00","c#","8722"
"2019-01-01 00:00:00","c++","3900"
"2019-01-01 00:00:00","delphi","214"
"2019-01-01 00:00:00","go","652"
"2019-01-01 00:00:00","java","10993"
"2019-01-01 00:00:00","javascript","15986"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7143"
"2019-01-01 00:00:00","python","16912"
"2019-01-01 00:00:00","r","3939"
"2019-01-01 00:00:00","ruby","916"
"2019-01-01 00:00:00","swift","2896"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2049"
"2019-02-01 00:00:00","c#","8323"
"2019-02-01 00:00:00","c++","3723"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10953"
"2019-02-01 00:00:00","javascript","15643"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7242"
"2019-02-01 00:00:00","python","17495"
"2019-02-01 00:00:00","r","4241"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2670"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2373"
"2019-03-01 00:00:00","c#","8936"
"2019-03-01 00:00:00","c++","4414"
"2019-03-01 00:00:00","delphi","185"
"2019-03-01 00:00:00","go","720"
"2019-03-01 00:00:00","java","12001"
"2019-03-01 00:00:00","javascript","17284"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7748"
"2019-03-01 00:00:00","python","19851"
"2019-03-01 00:00:00","r","4486"
"2019-03-01 00:00:00","ruby","840"
"2019-03-01 00:00:00","swift","2937"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2421"
"2019-04-01 00:00:00","c#","9083"
"2019-04-01 00:00:00","c++","4365"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","648"
"2019-04-01 00:00:00","java","11130"
"2019-04-01 00:00:00","javascript","16118"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7144"
"2019-04-01 00:00:00","python","19787"
"2019-04-01 00:00:00","r","4592"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3059"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2086"
"2019-05-01 00:00:00","c#","8998"
"2019-05-01 00:00:00","c++","4117"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","671"
"2019-05-01 00:00:00","java","11041"
"2019-05-01 00:00:00","javascript","16091"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6924"
"2019-05-01 00:00:00","python","18862"
"2019-05-01 00:00:00","r","4292"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3094"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1722"
"2019-06-01 00:00:00","c#","7579"
"2019-06-01 00:00:00","c++","3633"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9598"
"2019-06-01 00:00:00","javascript","14765"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5982"
"2019-06-01 00:00:00","python","17185"
"2019-06-01 00:00:00","r","3940"
"2019-06-01 00:00:00","ruby","702"
"2019-06-01 00:00:00","swift","3079"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1745"
"2019-07-01 00:00:00","c#","8417"
"2019-07-01 00:00:00","c++","4253"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10799"
"2019-07-01 00:00:00","javascript","16085"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6631"
"2019-07-01 00:00:00","python","19703"
"2019-07-01 00:00:00","r","4194"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3030"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1546"
"2019-08-01 00:00:00","c#","7683"
"2019-08-01 00:00:00","c++","3282"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","629"
"2019-08-01 00:00:00","java","9055"
"2019-08-01 00:00:00","javascript","15167"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5805"
"2019-08-01 00:00:00","python","17993"
"2019-08-01 00:00:00","r","3948"
"2019-08-01 00:00:00","ruby","777"
"2019-08-01 00:00:00","swift","2526"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1999"
"2019-09-01 00:00:00","c#","7818"
"2019-09-01 00:00:00","c++","3769"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","616"
"2019-09-01 00:00:00","java","9630"
"2019-09-01 00:00:00","javascript","14821"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5534"
"2019-09-01 00:00:00","python","16843"
"2019-09-01 00:00:00","r","3934"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2547"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2472"
"2019-10-01 00:00:00","c#","8393"
"2019-10-01 00:00:00","c++","4824"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","632"
"2019-10-01 00:00:00","java","11165"
"2019-10-01 00:00:00","javascript","15930"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6030"
"2019-10-01 00:00:00","python","20390"
"2019-10-01 00:00:00","r","4378"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3092"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2503"
"2019-11-01 00:00:00","c#","7994"
"2019-11-01 00:00:00","c++","4713"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","603"
"2019-11-01 00:00:00","java","10276"
"2019-11-01 00:00:00","javascript","15698"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6070"
"2019-11-01 00:00:00","python","20542"
"2019-11-01 00:00:00","r","4279"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2856"
"2019-12-01 00:00:00","assembly","247"
"2019-12-01 00:00:00","c","2138"
"2019-12-01 00:00:00","c#","7184"
"2019-12-01 00:00:00","c++","4181"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8982"
"2019-12-01 00:00:00","javascript","14260"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5219"
"2019-12-01 00:00:00","python","18049"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2651"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2045"
"2020-01-01 00:00:00","c#","7772"
"2020-01-01 00:00:00","c++","4214"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","646"
"2020-01-01 00:00:00","java","9907"
"2020-01-01 00:00:00","javascript","15971"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5885"
"2020-01-01 00:00:00","python","19912"
"2020-01-01 00:00:00","r","4134"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2888"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","c","1975"
"2020-02-01 00:00:00","c#","7685"
"2020-02-01 00:00:00","c++","4065"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","659"
"2020-02-01 00:00:00","java","10005"
"2020-02-01 00:00:00","javascript","15695"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5646"
"2020-02-01 00:00:00","python","19973"
"2020-02-01 00:00:00","r","4669"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2753"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2475"
"2020-03-01 00:00:00","c#","7761"
"2020-03-01 00:00:00","c++","4632"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","651"
"2020-03-01 00:00:00","java","11028"
"2020-03-01 00:00:00","javascript","17510"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5647"
"2020-03-01 00:00:00","python","22595"
"2020-03-01 00:00:00","r","5114"
"2020-03-01 00:00:00","ruby","710"
"2020-03-01 00:00:00","swift","2904"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c","3241"
"2020-04-01 00:00:00","c#","8561"
"2020-04-01 00:00:00","c++","6190"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","794"
"2020-04-01 00:00:00","java","12563"
"2020-04-01 00:00:00","javascript","20828"
"2020-04-01 00:00:00","perl","219"
"2020-04-01 00:00:00","php","6592"
"2020-04-01 00:00:00","python","27546"
"2020-04-01 00:00:00","r","6167"
"2020-04-01 00:00:00","ruby","764"
"2020-04-01 00:00:00","swift","3436"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3358"
"2020-05-01 00:00:00","c#","8567"
"2020-05-01 00:00:00","c++","6383"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","750"
"2020-05-01 00:00:00","java","11977"
"2020-05-01 00:00:00","javascript","21425"
"2020-05-01 00:00:00","perl","212"
"2020-05-01 00:00:00","php","6496"
"2020-05-01 00:00:00","python","29357"
"2020-05-01 00:00:00","r","6007"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3504"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2582"
"2020-06-01 00:00:00","c#","7877"
"2020-06-01 00:00:00","c++","5607"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","706"
"2020-06-01 00:00:00","java","10785"
"2020-06-01 00:00:00","javascript","19736"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5909"
"2020-06-01 00:00:00","python","27042"
"2020-06-01 00:00:00","r","5432"
"2020-06-01 00:00:00","ruby","612"
"2020-06-01 00:00:00","swift","3148"
"2020-07-01 00:00:00","assembly","271"
"2020-07-01 00:00:00","c","2090"
"2020-07-01 00:00:00","c#","7786"
"2020-07-01 00:00:00","c++","5151"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","640"
"2020-07-01 00:00:00","java","10410"
"2020-07-01 00:00:00","javascript","19816"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5919"
"2020-07-01 00:00:00","python","26225"
"2020-07-01 00:00:00","r","4934"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2980"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1889"
"2020-08-01 00:00:00","c#","7044"
"2020-08-01 00:00:00","c++","4761"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9277"
"2020-08-01 00:00:00","javascript","17969"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4975"
"2020-08-01 00:00:00","python","22962"
"2020-08-01 00:00:00","r","4492"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2672"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2144"
"2020-09-01 00:00:00","c#","6439"
"2020-09-01 00:00:00","c++","3907"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8907"
"2020-09-01 00:00:00","javascript","16722"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4757"
"2020-09-01 00:00:00","python","21670"
"2020-09-01 00:00:00","r","4750"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2549"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2364"
"2020-10-01 00:00:00","c#","6173"
"2020-10-01 00:00:00","c++","4315"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8902"
"2020-10-01 00:00:00","javascript","16366"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4561"
"2020-10-01 00:00:00","python","22728"
"2020-10-01 00:00:00","r","5063"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2310"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2686"
"2020-11-01 00:00:00","c#","5964"
"2020-11-01 00:00:00","c++","4303"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","524"
"2020-11-01 00:00:00","java","8446"
"2020-11-01 00:00:00","javascript","15461"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4596"
"2020-11-01 00:00:00","python","22088"
"2020-11-01 00:00:00","r","4802"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","swift","2155"
"2020-12-01 00:00:00","assembly","299"
"2020-12-01 00:00:00","c","2636"
